what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1320571252959
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1320571253039
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1320571254580
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1320571255060
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1320571255420
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1320571255650
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1320571255740
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1320571256773
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1320571256856
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1320571256873
started,bundle,com.google.gdt.eclipse.designer.hosted,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted",1320571257325
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.3.0.r36x201105061512,"com.google.gdt.eclipse.designer.UiBinder",1320571257998
started,bundle,org.eclipse.wb.core.xml,0.9.0.r36x201105061502,"org.eclipse.wb.core.xml",1320571258494
started,bundle,com.google.gdt.eclipse.suite,2.3.1.r36v201105191508,"com.google.gdt.eclipse.suite",1320571265060
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1320571265257
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320572442340
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320572456026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320573376290
started,bundle,org.eclipse.wb.os,0.9.0.r36x201105061447,"org.eclipse.wb.os",1320573386980
started,bundle,org.eclipse.wb.os.win32,0.9.0.r36x201105061447,"org.eclipse.wb.os.win32",1320573386996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320573389383
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320573448980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320573450036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320573561223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320573561695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320574754862
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320574770076
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320574770471
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320574801055
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320578496851
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320578501395
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320578513209
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320578523368
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1320578527581
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1320578533902
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1320578533902
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1320578533903
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1320578533903
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1320578533903
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1320578533928
stopped,bundle,org.eclipse.wb.core.databinding.xml,0.9.0.r36x201105061502,"org.eclipse.wb.core.databinding.xml",1320578533928
stopped,bundle,org.eclipse.wb.core.databinding,0.9.0.r36x201105061447,"org.eclipse.wb.core.databinding",1320578533928
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1320578534169
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1320578534169
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1320578534169
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1320578534169
stopped,bundle,com.google.appengine.eclipse.sdkbundle,1.5.0.r36v201105191508,"com.google.appengine.eclipse.sdkbundle",1320578534169
stopped,bundle,com.google.gdt.eclipse.gph.e36,2.3.1.r36v201105191508,"com.google.gdt.eclipse.gph.e36",1320578534169
stopped,bundle,com.google.gdt.eclipse.gph.hge,2.3.1.r36v201105191508,"com.google.gdt.eclipse.gph.hge",1320578534169
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,2.3.1.r36v201105191508,"com.google.gdt.eclipse.gph.subclipse",1320578534169
stopped,bundle,com.google.gdt.eclipse.gph.subversive,2.3.1.r36v201105191508,"com.google.gdt.eclipse.gph.subversive",1320578534169
stopped,bundle,com.google.gdt.eclipse.gph,2.3.1.r36v201105191508,"com.google.gdt.eclipse.gph",1320578534169
stopped,bundle,com.google.gdt.eclipse.managedapis,2.3.1.r36v201105191508,"com.google.gdt.eclipse.managedapis",1320578534383
stopped,bundle,com.google.gdt.eclipse.maven,2.3.1.r36v201105191508,"com.google.gdt.eclipse.maven",1320578534383
stopped,bundle,com.google.gdt.eclipse.suite,2.3.1.r36v201105191508,"com.google.gdt.eclipse.suite",1320578534419
stopped,bundle,com.google.appengine.eclipse.core,2.3.1.r36v201105191508,"com.google.appengine.eclipse.core",1320578534529
stopped,bundle,com.google.gdt.eclipse.login,2.3.1.r36v201105191508,"com.google.gdt.eclipse.login",1320578534581
stopped,bundle,com.google.gwt.eclipse.oophm,2.3.1.r36v201105191508,"com.google.gwt.eclipse.oophm",1320578534581
stopped,bundle,com.google.gwt.eclipse.sdkbundle,2.3.0.r36v201105191508,"com.google.gwt.eclipse.sdkbundle",1320578534581
stopped,bundle,com.google.gwt.eclipse.core,2.3.1.r36v201105191508,"com.google.gwt.eclipse.core",1320578535082
stopped,bundle,com.google.gdt.eclipse.core,2.3.1.r36v201105191508,"com.google.gdt.eclipse.core",1320578535082
stopped,bundle,com.google.gdt.eclipse.platform,2.3.1.r36v201105191508,"com.google.gdt.eclipse.platform",1320578535082
stopped,bundle,com.google.gdt.eclipse.platform.e36,2.3.1.r36v201105191508,"com.google.gdt.eclipse.platform.e36",1320578535082
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1320578535108
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1320578535108
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.3.0.r36x201105061512,"com.google.gdt.eclipse.designer.UiBinder",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.gpe,2.3.1.r36x201105061553,"com.google.gdt.eclipse.designer.gpe",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer,2.3.0.r36x201105061512,"com.google.gdt.eclipse.designer",1320578535108
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1320578535108
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1320578535108
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1320578535108
stopped,bundle,com.google.gdt.eclipse.platform.shared,2.3.1.r36v201105191508,"com.google.gdt.eclipse.platform.shared",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted.1_6.ie,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted.1_6.ie",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted.1_6,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted.1_6",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.ie,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted.2_0.ie",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted.2_0",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.ie,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted.2_2.ie",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted.2_2",1320578535108
stopped,bundle,com.google.gdt.eclipse.designer.hosted,2.3.0.r36x201105061507,"com.google.gdt.eclipse.designer.hosted",1320578535108
stopped,bundle,org.eclipse.wb.core.xml,0.9.0.r36x201105061502,"org.eclipse.wb.core.xml",1320578535108
stopped,bundle,org.eclipse.wb.css,0.9.0.r36x201105061452,"org.eclipse.wb.css",1320578535108
stopped,bundle,org.eclipse.wb.os.win32,0.9.0.r36x201105061447,"org.eclipse.wb.os.win32",1320578535108
stopped,bundle,org.eclipse.wb.core,0.9.0.r36x201105061447,"org.eclipse.wb.core",1320578535149
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1320578536014
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1320578536014
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1320578536014
stopped,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1320578536014
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1320578536014
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1320578536030
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1320578536030
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1320578536030
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1320578536030
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1320578536030
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1320578536042
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1320578536058
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1320578536074
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1320578536074
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1320578536074
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1320578536074
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1320578536074
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1320578536074
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1320578536074
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1320578536092
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1320578536162
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1320578536162
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1320578536163
