what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1320460672854
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1320460672855
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1320460672990
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1320460672991
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1320460672992
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1320460672993
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1320460672993
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1320460672996
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1320460672997
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1320460672998
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1320460672998
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1320460672998
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1320460672999
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1320460672999
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1320460673000
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1320460673000
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1320460673001
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1320460673002
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1320460673003
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1320460673003
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1320460673004
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1320460673005
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1320460673005
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1320460673006
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1320460673007
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1320460673007
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1320460673008
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1320460673008
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1320460673009
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1320460673027
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1320460673045
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1320460673046
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1320460673047
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1320460673047
started,bundle,com.google.gdt.eclipse.core,2.3.1.r36v201105191508,"com.google.gdt.eclipse.core",1320460673048
started,bundle,com.google.gdt.eclipse.login,2.3.1.r36v201105191508,"com.google.gdt.eclipse.login",1320460673048
started,bundle,com.google.gdt.eclipse.managedapis,2.3.1.r36v201105191508,"com.google.gdt.eclipse.managedapis",1320460673049
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1320460673049
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1320460673051
started,bundle,org.eclipse.wb.core,0.9.0.r36x201105061447,"org.eclipse.wb.core",1320460673066
started,bundle,org.eclipse.wb.core.lib,0.9.0.r36x201105061447,"org.eclipse.wb.core.lib",1320460673097
os,sysinfo,,,"win32",1320460673100
arch,sysinfo,,,"x86",1320460673100
ws,sysinfo,,,"win32",1320460673100
locale,sysinfo,,,"zh_CN",1320460673100
processors,sysinfo,,,"4",1320460673100
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1320460673100
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1320460673100
java.specification.name,sysinfo,,,"Java Platform API Specification",1320460673100
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1320460673100
java.specification.version,sysinfo,,,"1.6",1320460673100
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1320460673100
java.version,sysinfo,,,"1.6.0_18",1320460673100
java.vm.info,sysinfo,,,"mixed mode, sharing",1320460673100
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1320460673100
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1320460673100
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1320460673100
java.vm.specification.version,sysinfo,,,"1.0",1320460673100
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1320460673100
java.vm.version,sysinfo,,,"16.0-b13",1320460673100
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1320460673557
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1320460673559
started,bundle,com.google.gdt.eclipse.designer,2.3.0.r36x201105061512,"com.google.gdt.eclipse.designer",1320460673716
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1320460673719
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1320460673740
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.3.0.r36x201105061512,"com.google.gdt.eclipse.designer.UiBinder",1320460673742
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1320460674159
started,bundle,org.eclipse.wb.core.xml,0.9.0.r36x201105061502,"org.eclipse.wb.core.xml",1320460674233
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1320460674442
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320460683888
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320460683907
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1320460683936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460689713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460693507
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1320460693633
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1320460700690
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460704553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460704611
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460704653
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460719898
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460721319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460734499
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460736690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460742893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460758874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460763295
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460766416
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460802469
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1320460802483
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1320460802539
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1320460802847
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1320460805277
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1320460810129
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1320460810343
started,bundle,com.google.appengine.eclipse.core,2.3.1.r36v201105191508,"com.google.appengine.eclipse.core",1320460810750
started,bundle,com.google.gdt.eclipse.platform.shared,2.3.1.r36v201105191508,"com.google.gdt.eclipse.platform.shared",1320460811360
started,bundle,com.google.gdt.eclipse.platform.e36,2.3.1.r36v201105191508,"com.google.gdt.eclipse.platform.e36",1320460811428
started,bundle,com.google.gwt.eclipse.core,2.3.1.r36v201105191508,"com.google.gwt.eclipse.core",1320460812688
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1320460812785
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1320460812990
started,bundle,com.google.appengine.eclipse.sdkbundle,1.5.0.r36v201105191508,"com.google.appengine.eclipse.sdkbundle",1320460827311
started,bundle,com.google.gwt.eclipse.sdkbundle,2.3.0.r36v201105191508,"com.google.gwt.eclipse.sdkbundle",1320460830179
started,bundle,com.google.gdt.eclipse.suite,2.3.1.r36v201105191508,"com.google.gdt.eclipse.suite",1320460832447
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1320460852846
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320460853336
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320460854668
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1320460854686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460868676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320460987016
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320461020732
started,bundle,org.eclipse.wb.os,0.9.0.r36x201105061447,"org.eclipse.wb.os",1320461022452
started,bundle,org.eclipse.wb.os.win32,0.9.0.r36x201105061447,"org.eclipse.wb.os.win32",1320461022511
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1320461031940
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461047857
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461049540
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1320461049547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461058355
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1320461113179
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1320461113600
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1320461114088
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1320461141048
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1320461142650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461149144
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1320461149151
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320461150660
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461153322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461220623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461231479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461285408
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320461287548
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320461295421
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320461299886
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320461323871
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320461324711
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1320461325521
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320461335322
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320461335522
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320461336232
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320461352364
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320461374407
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320461374517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461399880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461481451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461511020
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461710952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461711692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461798554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320461800935
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462180531
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320462185249
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462189030
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462189268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462217019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462554067
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320462566430
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462579483
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320462608899
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462609109
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1320462611359
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462616039
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320462636816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462668422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462672593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462683927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462719219
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1320462719249
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462719249
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462720819
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462729676
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462729816
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1320462735519
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320462763010
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462764750
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462764970
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320462771271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462775961
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462836614
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320462840976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462856690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462857991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462859081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462860401
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462860411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462867412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462867422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462873513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462876074
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320462946703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1320462952175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463021257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463158469
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463177052
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463231384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463234532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463700590
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463701658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463707507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320463707698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320466322468
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320466347085
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466348349
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466348473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320466379822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320466481331
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320466496635
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466497118
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466497212
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320466501502
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466504965
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320466526369
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466526540
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1320466545572
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466545603
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1320466561905
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1320466574838
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1320466577178
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1320466577287
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1320466584151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320466596506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320466683164
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466684100
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320466699279
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466699451
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320466709029
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466709201
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320466729169
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320466729450
